reaction_id,reactant_smiles,product_smiles,reaction_type,similarity,embedding_norm,reactant_length,product_length,reactant_embedding_norm,product_embedding_norm
oxidation_3,c1ccc(C)cc1,c1ccc(C)cc1O,oxidation,0.8444848656654358,3.935633420944214,11,12,6.899420261383057,7.181004524230957
oxidation_4,c1ccc(O)cc1,c1ccc(O)cc1O,oxidation,0.9177961945533752,3.021378755569458,11,12,7.372450351715088,7.514715671539307
oxidation_5,c1ccc(N)cc1,c1ccc(N)cc1O,oxidation,0.9012982845306396,3.2699804306030273,11,12,7.317718505859375,7.397744655609131
oxidation_6,c1ccc(C)cc1,c1ccc(C)cc1O,oxidation,0.8444848656654358,3.935633420944214,11,12,6.899420261383057,7.181004524230957
oxidation_7,c1ccc(O)cc1,c1ccc(O)cc1O,oxidation,0.9177961945533752,3.021378755569458,11,12,7.372450351715088,7.514715671539307
oxidation_8,c1ccc(N)cc1,c1ccc(N)cc1O,oxidation,0.9012982845306396,3.2699804306030273,11,12,7.317718505859375,7.397744655609131
oxidation_9,c1ccc(C)cc1,c1ccc(C)cc1O,oxidation,0.8444848656654358,3.935633420944214,11,12,6.899420261383057,7.181004524230957
oxidation_0,c1ccc(C)cc1,c1ccc(C)cc1C(=O)O,oxidation,0.769286572933197,4.96966552734375,11,17,6.899420261383057,7.60252046585083
oxidation_1,c1ccc(O)cc1,c1ccc(O)cc1C(=O)O,oxidation,0.8400017619132996,4.234452247619629,11,17,7.372450351715088,7.58183479309082
oxidation_2,c1ccc(N)cc1,c1ccc(N)cc1C(=O)O,oxidation,0.8309801816940308,4.34920072555542,11,17,7.317718505859375,7.6117706298828125
oxidation_3,c1ccc(C)cc1,c1ccc(C)cc1C(=O)O,oxidation,0.769286572933197,4.96966552734375,11,17,6.899420261383057,7.60252046585083
oxidation_4,c1ccc(O)cc1,c1ccc(O)cc1C(=O)O,oxidation,0.8400017619132996,4.234452247619629,11,17,7.372450351715088,7.58183479309082
oxidation_5,c1ccc(N)cc1,c1ccc(N)cc1C(=O)O,oxidation,0.8309801816940308,4.34920072555542,11,17,7.317718505859375,7.6117706298828125
oxidation_6,c1ccc(C)cc1,c1ccc(C)cc1C(=O)O,oxidation,0.769286572933197,4.96966552734375,11,17,6.899420261383057,7.60252046585083
oxidation_7,c1ccc(O)cc1,c1ccc(O)cc1C(=O)O,oxidation,0.8400017619132996,4.234452247619629,11,17,7.372450351715088,7.58183479309082
oxidation_8,c1ccc(N)cc1,c1ccc(N)cc1C(=O)O,oxidation,0.8309801816940308,4.34920072555542,11,17,7.317718505859375,7.6117706298828125
oxidation_9,c1ccc(C)cc1,c1ccc(C)cc1C(=O)O,oxidation,0.769286572933197,4.96966552734375,11,17,6.899420261383057,7.60252046585083
reduction_0,c1ccc(C)cc1C(=O)O,c1ccc(C)cc1CO,reduction,0.9321191906929016,2.793450355529785,17,13,7.60252046585083,7.5585618019104
reduction_1,c1ccc(O)cc1C(=O)O,c1ccc(O)cc1CO,reduction,0.8905386924743652,3.5519306659698486,17,13,7.58183479309082,7.600670337677002
reduction_2,c1ccc(N)cc1C(=O)O,c1ccc(N)cc1CO,reduction,0.9434774518013,2.5499582290649414,17,13,7.6117706298828125,7.552567958831787
reduction_3,c1ccc(C)cc1C(=O)O,c1ccc(C)cc1CO,reduction,0.9321191906929016,2.793450355529785,17,13,7.60252046585083,7.5585618019104
reduction_4,c1ccc(O)cc1C(=O)O,c1ccc(O)cc1CO,reduction,0.8905386924743652,3.5519306659698486,17,13,7.58183479309082,7.600670337677002
reduction_5,c1ccc(N)cc1C(=O)O,c1ccc(N)cc1CO,reduction,0.9434774518013,2.5499582290649414,17,13,7.6117706298828125,7.552567958831787
reduction_6,c1ccc(C)cc1C(=O)O,c1ccc(C)cc1CO,reduction,0.9321191906929016,2.793450355529785,17,13,7.60252046585083,7.5585618019104
reduction_7,c1ccc(O)cc1C(=O)O,c1ccc(O)cc1CO,reduction,0.8905386924743652,3.5519306659698486,17,13,7.58183479309082,7.600670337677002
reduction_8,c1ccc(N)cc1C(=O)O,c1ccc(N)cc1CO,reduction,0.9434774518013,2.5499582290649414,17,13,7.6117706298828125,7.552567958831787
reduction_9,c1ccc(C)cc1C(=O)O,c1ccc(C)cc1CO,reduction,0.9321191906929016,2.793450355529785,17,13,7.60252046585083,7.5585618019104
reduction_0,c1ccc(C)cc1C(=O)C,c1ccc(C)cc1CCO,reduction,0.728083074092865,5.40356969833374,17,14,7.174249172210693,7.462454319000244
reduction_1,c1ccc(O)cc1C(=O)C,c1ccc(O)cc1CCO,reduction,0.7783427238464355,5.054825782775879,17,14,7.358646869659424,7.778499126434326
reduction_2,c1ccc(N)cc1C(=O)C,c1ccc(N)cc1CCO,reduction,0.7025104761123657,5.763388156890869,17,14,7.4146246910095215,7.526634216308594
reduction_3,c1ccc(C)cc1C(=O)C,c1ccc(C)cc1CCO,reduction,0.728083074092865,5.40356969833374,17,14,7.174249172210693,7.462454319000244
reduction_4,c1ccc(O)cc1C(=O)C,c1ccc(O)cc1CCO,reduction,0.7783427238464355,5.054825782775879,17,14,7.358646869659424,7.778499126434326
reduction_5,c1ccc(N)cc1C(=O)C,c1ccc(N)cc1CCO,reduction,0.7025104761123657,5.763388156890869,17,14,7.4146246910095215,7.526634216308594
reduction_6,c1ccc(C)cc1C(=O)C,c1ccc(C)cc1CCO,reduction,0.728083074092865,5.40356969833374,17,14,7.174249172210693,7.462454319000244
reduction_7,c1ccc(O)cc1C(=O)C,c1ccc(O)cc1CCO,reduction,0.7783427238464355,5.054825782775879,17,14,7.358646869659424,7.778499126434326
reduction_8,c1ccc(N)cc1C(=O)C,c1ccc(N)cc1CCO,reduction,0.7025104761123657,5.763388156890869,17,14,7.4146246910095215,7.526634216308594
reduction_9,c1ccc(C)cc1C(=O)C,c1ccc(C)cc1CCO,reduction,0.728083074092865,5.40356969833374,17,14,7.174249172210693,7.462454319000244
